日期,名稱,開盤價,最高價,最低價,收盤價,前一天收盤價,Price_Change,Percentage_Change
2024/11/29,USD_TWD,32.494300842285156,32.611000061035156,32.457298278808594,32.494300842285156,32.414798736572266,0.07950210571289062,0.25
2024/12/02,USD_TWD,32.53350067138672,32.66699981689453,32.50149917602539,32.43899917602539,32.494300842285156,-0.055301666259765625,-0.17
2024/12/03,USD_TWD,32.59149932861328,32.70600128173828,32.509498596191406,32.59149932861328,32.43899917602539,0.15250015258789062,0.47
2024/12/04,USD_TWD,32.4640007019043,32.59299850463867,32.345001220703125,32.4640007019043,32.59149932861328,-0.12749862670898438,-0.39
2024/12/05,USD_TWD,32.3129997253418,32.452999114990234,32.3129997253418,32.3129997253418,32.4640007019043,-0.1510009765625,-0.47
2024/12/06,USD_TWD,32.32279968261719,32.45600128173828,32.25699996948242,32.32279968261719,32.3129997253418,0.009799957275390625,0.03
2024/12/09,USD_TWD,32.38800048828125,32.49599838256836,32.38629913330078,32.38800048828125,32.32279968261719,0.0652008056640625,0.2
2024/12/10,USD_TWD,32.37080001831055,32.55699920654297,32.359798431396484,32.37080001831055,32.38800048828125,-0.017200469970703125,-0.05
2024/12/11,USD_TWD,32.523799896240234,32.57699966430664,32.42499923706055,32.523799896240234,32.37080001831055,0.1529998779296875,0.47
2024/12/12,USD_TWD,32.485801696777344,32.775001525878906,32.382999420166016,32.485801696777344,32.523799896240234,-0.037998199462890625,-0.12
2024/12/13,USD_TWD,32.465999603271484,32.56100082397461,32.444000244140625,32.465999603271484,32.485801696777344,-0.019802093505859375,-0.06
2024/12/16,USD_TWD,32.49829864501953,32.525001525878906,32.41680145263672,32.49829864501953,32.465999603271484,0.032299041748046875,0.1
2024/12/17,USD_TWD,32.41699981689453,32.52899932861328,32.380001068115234,32.41699981689453,32.49829864501953,-0.081298828125,-0.25
2024/12/18,USD_TWD,32.4297981262207,32.53799819946289,32.41400146484375,32.4297981262207,32.41699981689453,0.012798309326171875,0.04
2024/12/19,USD_TWD,32.678001403808594,32.75,32.58330154418945,32.678001403808594,32.4297981262207,0.24820327758789062,0.77
2024/12/20,USD_TWD,32.630001068115234,32.7140007019043,32.54100036621094,32.630001068115234,32.678001403808594,-0.048000335693359375,-0.15
2024/12/23,USD_TWD,32.61600112915039,32.72700119018555,32.56999969482422,32.61600112915039,32.630001068115234,-0.01399993896484375,-0.04
2024/12/24,USD_TWD,32.608001708984375,32.73500061035156,32.59299850463867,32.608001708984375,32.61600112915039,-0.007999420166015625,-0.02
2024/12/25,USD_TWD,32.61399841308594,32.72949981689453,32.58700180053711,32.61399841308594,32.608001708984375,0.0059967041015625,0.02
2024/12/26,USD_TWD,32.70790100097656,32.75299835205078,32.53799819946289,32.70790100097656,32.61399841308594,0.093902587890625,0.29
2024/12/27,USD_TWD,32.721500396728516,32.917999267578125,32.69599914550781,32.721500396728516,32.70790100097656,0.013599395751953125,0.04
2024/12/30,USD_TWD,32.80849838256836,32.87799835205078,32.71799850463867,32.80849838256836,32.721500396728516,0.08699798583984375,0.27
2024/12/31,USD_TWD,32.7599983215332,32.83599853515625,32.66899871826172,32.7599983215332,32.80849838256836,-0.04850006103515625,-0.15
2025/01/02,USD_TWD,32.8025016784668,32.922000885009766,32.70600128173828,32.80099868774414,32.7599983215332,0.0410003662109375,0.13
2025/01/03,USD_TWD,32.86980056762695,32.9900016784668,32.82500076293945,32.86980056762695,32.80099868774414,0.0688018798828125,0.21
2025/01/06,USD_TWD,32.91230010986328,32.93199920654297,32.630001068115234,32.91230010986328,32.86980056762695,0.042499542236328125,0.13
2025/01/07,USD_TWD,32.735801696777344,32.790000915527344,32.644500732421875,32.735801696777344,32.91230010986328,-0.1764984130859375,-0.54
2025/01/08,USD_TWD,32.7244987487793,32.93000030517578,32.694000244140625,32.7244987487793,32.735801696777344,-0.011302947998046875,-0.03
2025/01/09,USD_TWD,32.9202995300293,32.95399856567383,32.86800003051758,32.9202995300293,32.7244987487793,0.19580078125,0.6
2025/01/10,USD_TWD,32.83100128173828,33.07400131225586,32.83599853515625,32.83100128173828,32.9202995300293,-0.08929824829101562,-0.27
2025/01/13,USD_TWD,33.09629821777344,33.15299987792969,33.01449966430664,33.09629821777344,32.83100128173828,0.26529693603515625,0.81
2025/01/14,USD_TWD,33.054500579833984,33.10300064086914,32.942501068115234,33.054500579833984,33.09629821777344,-0.041797637939453125,-0.13
2025/01/15,USD_TWD,32.95240020751953,33.07099914550781,32.86399841308594,32.95240020751953,33.054500579833984,-0.10210037231445312,-0.31
2025/01/16,USD_TWD,32.79600143432617,32.986000061035156,32.79600143432617,32.79600143432617,32.95240020751953,-0.15639877319335938,-0.47
2025/01/17,USD_TWD,32.84299850463867,32.94599914550781,32.79399871826172,32.84299850463867,32.79600143432617,0.0469970703125,0.14
2025/01/20,USD_TWD,32.90999984741211,32.90999984741211,31.427000045776367,32.90999984741211,32.84299850463867,0.0670013427734375,0.2
2025/01/21,USD_TWD,32.316001892089844,32.76300048828125,31.33099937438965,32.316001892089844,32.90999984741211,-0.5939979553222656,-1.8
2025/01/22,USD_TWD,32.58399963378906,32.79800033569336,32.57500076293945,32.58399963378906,32.316001892089844,0.26799774169921875,0.83
2025/01/23,USD_TWD,32.58100128173828,32.8120002746582,32.61199951171875,32.58100128173828,32.58399963378906,-0.00299835205078125,-0.01
2025/01/24,USD_TWD,32.65700149536133,32.77799987792969,32.577999114990234,32.65800094604492,32.58100128173828,0.07699966430664062,0.24
