日期,名稱,開盤價,最高價,最低價,收盤價,成交量,前一天收盤價,Price_Change,Percentage_Change,前一天成交量,Volume_Change,Volume_Percentage_Change
2024/07/29,布蘭特原油,81.0199966430664,81.72000122070312,79.37999725341797,79.77999877929688,22531.0,,,,,,
2024/07/30,布蘭特原油,79.83999633789062,79.94999694824219,78.41999816894531,78.62999725341797,15035.0,79.77999877929688,-1.1500015258789062,-1.44,22531.0,-7496.0,-33.27
2024/07/31,布蘭特原油,79.05999755859375,80.83999633789062,79.0,80.72000122070312,54838.0,78.62999725341797,2.0900039672851562,2.66,15035.0,39803.0,264.74
2024/08/01,布蘭特原油,81.51000213623047,81.80000305175781,79.44000244140625,79.5199966430664,44000.0,80.72000122070312,-1.2000045776367188,-1.49,54838.0,-10838.0,-19.76
2024/08/02,布蘭特原油,80.04000091552734,80.44999694824219,76.41999816894531,76.80999755859375,58894.0,79.5199966430664,-2.7099990844726562,-3.41,44000.0,14894.0,33.85
2024/08/05,布蘭特原油,77.44000244140625,77.75,75.05000305175781,76.30000305175781,59442.0,76.80999755859375,-0.5099945068359375,-0.66,58894.0,548.0,0.93
2024/08/06,布蘭特原油,77.2300033569336,77.80000305175781,75.58999633789062,76.4800033569336,45238.0,76.30000305175781,0.18000030517578125,0.24,59442.0,-14204.0,-23.9
2024/08/07,布蘭特原油,76.19999694824219,78.86000061035156,75.94999694824219,78.33000183105469,49730.0,76.4800033569336,1.8499984741210938,2.42,45238.0,4492.0,9.93
2024/08/08,布蘭特原油,78.4800033569336,79.37000274658203,77.62999725341797,79.16000366210938,40462.0,78.33000183105469,0.8300018310546875,1.06,49730.0,-9268.0,-18.64
2024/08/09,布蘭特原油,79.01000213623047,79.81999969482422,78.7699966430664,79.66000366210938,32227.0,79.16000366210938,0.5,0.63,40462.0,-8235.0,-20.35
2024/08/12,布蘭特原油,79.66999816894531,82.4000015258789,79.4800033569336,82.30000305175781,45234.0,79.66000366210938,2.6399993896484375,3.31,32227.0,13007.0,40.36
2024/08/13,布蘭特原油,81.98999786376953,82.30000305175781,80.55000305175781,80.69000244140625,50485.0,82.30000305175781,-1.6100006103515625,-1.96,45234.0,5251.0,11.61
2024/08/14,布蘭特原油,80.9800033569336,81.44000244140625,79.61000061035156,79.76000213623047,50327.0,80.69000244140625,-0.9300003051757812,-1.15,50485.0,-158.0,-0.31
2024/08/15,布蘭特原油,79.98999786376953,81.41000366210938,79.6500015258789,81.04000091552734,33165.0,79.76000213623047,1.279998779296875,1.6,50327.0,-17162.0,-34.1
2024/08/16,布蘭特原油,80.95999908447266,81.0,78.63999938964844,79.68000030517578,33753.0,81.04000091552734,-1.3600006103515625,-1.68,33165.0,588.0,1.77
2024/08/19,布蘭特原油,79.6500015258789,79.75,77.5,77.66000366210938,45853.0,79.68000030517578,-2.0199966430664062,-2.54,33753.0,12100.0,35.85
2024/08/20,布蘭特原油,77.73999786376953,78.33999633789062,76.54000091552734,77.19999694824219,39162.0,77.66000366210938,-0.4600067138671875,-0.59,45853.0,-6691.0,-14.59
2024/08/21,布蘭特原油,77.08000183105469,78.19999694824219,75.6500015258789,76.05000305175781,45081.0,77.19999694824219,-1.149993896484375,-1.49,39162.0,5919.0,15.11
2024/08/22,布蘭特原油,76.16000366210938,77.69999694824219,75.77999877929688,77.22000122070312,33822.0,76.05000305175781,1.1699981689453125,1.54,45081.0,-11259.0,-24.98
2024/08/23,布蘭特原油,77.12000274658203,79.26000213623047,77.05000305175781,79.0199966430664,19275.0,77.22000122070312,1.7999954223632812,2.33,33822.0,-14547.0,-43.01
